Date,Region,Latitude,Longitude,Population,Population_Density,Avg_Age,Poverty_Index,Rainfall_mm,Temperature,Humidity,AQI,Water_Quality,Vaccination_Coverage,Hospital_Access_km,Bed_Capacity,Doctor_Ratio,Mobility_Index,Mosquito_Index,Disease_Cases,Disease_Type,Mortality_Rate,Health_Posts,Misinformation_Index,Sentiment,Previous_Outbreak,Emergency_Response_Time,AI_Risk_Score,Risk_Level
2021-08-13,Delta,4.4924,5.3398,491414,1065,29.9,0.19,230.6,18.9,64.6,74,85.0,22.4,25.6,1386,1.04,47.7,90.3,397,COVID-19,80.79,10,20.1,-0.78,1,4.7,58.1,High
2021-08-14,Delta,13.5775,4.4152,2534173,970,23.7,0.14,241.5,37.7,85.4,230,48.5,47.8,13.4,55,1.64,8.3,100,352,Cholera,13.89,33,41.6,-0.37,0,23.3,73.2,High
2021-08-15,Oyo,6.9266,8.8073,4838463,1618,37.8,0.63,376.2,23.7,71.6,60,43.3,82.5,22.2,658,1.71,90.4,100,314,Lassa Fever,6.49,230,73.9,-0.16,0,23.6,61.7,High
2021-08-16,Enugu,11.3704,13.5576,3717083,925,31.4,0.89,205.7,20.9,70.4,93,95.5,53.4,1.6,1272,3.03,41.2,83.6,352,COVID-19,9.47,46,65.5,0.62,1,9.8,72.5,High
2021-08-17,Kano,6.3675,13.039,1225515,1129,20.2,0.19,238.0,18.1,33.6,137,40.4,33.4,14.0,688,0.51,8.9,68.1,332,Dengue,27.09,301,68.0,0.47,0,4.9,64.5,High
2021-08-18,Anambra,9.48,14.683,2853358,1485,34.5,0.36,294.3,26.6,57.5,46,85.8,66.5,21.8,769,1.83,33.5,100,276,Cholera,9.67,465,3.1,0.8,0,2.1,44.8,Medium
2021-08-19,FCT,4.533,7.4628,4168484,1887,24.2,0.38,369.0,30.3,83.9,92,80.7,77.8,22.1,1611,3.27,86.8,100,361,Dengue,8.66,390,58.9,-0.58,1,17.5,77.5,Critical
2021-08-20,Anambra,11.7828,12.7394,2925674,2195,19.7,0.1,104.0,31.4,33.0,123,59.6,54.3,29.5,1398,0.4,67.0,46.8,200,Lassa Fever,6.84,56,35.9,-0.5,0,11.1,53.7,High
2021-08-21,Lagos,13.3392,4.7111,946559,2592,20.4,0.04,386.2,33.4,58.8,142,42.9,77.6,17.2,203,0.66,3.9,100,352,Dengue,37.19,1,41.2,0.41,1,12.0,69.0,High
2021-08-22,Lagos,4.8429,5.2459,2543667,227,31.3,0.65,161.8,36.2,52.5,207,54.6,93.4,11.1,692,0.84,31.3,76.3,215,Cholera,8.45,208,22.3,0.59,0,5.2,51.2,High
2021-08-23,Enugu,12.1681,8.8961,1459243,3428,19.4,0.29,186.1,28.3,55.4,135,97.2,36.3,17.4,1941,3.17,92.2,70.8,328,Dengue,22.48,396,92.0,0.85,1,1.3,80.9,Critical
2021-08-24,Enugu,10.6294,7.4281,3368656,3351,36.2,0.17,248.6,27.0,94.7,110,97.1,66.1,5.5,1170,3.36,26.2,100,328,Lassa Fever,9.74,479,82.4,-0.39,0,6.1,68.2,High
2021-08-25,Kaduna,12.5073,12.6952,1438705,3165,33.4,0.86,140.7,29.8,73.1,201,99.8,46.8,25.5,502,0.63,68.2,66.9,330,Malaria,22.94,268,73.4,0.99,1,18.4,80.8,Critical
2021-08-26,Delta,4.0427,6.7001,509687,602,33.9,0.82,273.0,25.6,84.2,47,68.1,83.7,19.2,1406,2.59,30.3,100,309,Lassa Fever,60.63,247,10.3,-0.25,1,4.0,49.7,Medium
2021-08-27,Kaduna,11.9543,13.8091,649126,3436,27.0,0.01,313.9,36.0,64.9,129,60.1,47.8,1.1,973,0.83,28.0,100,438,Lassa Fever,67.48,11,55.6,-0.23,1,15.1,75.4,Critical
2021-08-28,Borno,8.3715,12.4148,4341778,1337,33.7,0.41,200.4,30.3,62.4,31,72.9,87.5,20.8,1443,0.11,59.0,78.8,247,COVID-19,5.69,322,88.2,0.9,0,14.0,52.8,High
2021-08-29,Borno,10.9157,5.7633,3361332,2850,34.9,0.31,327.7,31.5,74.0,93,62.0,29.2,3.7,488,3.18,89.2,100,383,Cholera,11.39,487,25.6,-0.67,0,7.8,62.6,High
2021-08-30,Enugu,13.7831,14.6846,154506,569,24.3,0.01,345.7,20.2,79.1,45,95.1,31.8,19.9,1087,2.35,52.5,100,436,Cholera,282.19,458,28.2,-0.82,1,14.6,70.4,High
2021-08-31,Lagos,6.1257,6.9857,2494630,3206,27.0,0.08,77.2,35.9,46.1,25,99.8,25.6,1.6,77,2.11,56.8,40.9,233,Malaria,9.34,491,42.7,-0.49,0,10.3,39.8,Medium
2021-09-01,Rivers,9.763,12.4251,2457039,1407,34.2,0.19,3.4,35.6,42.3,136,93.3,27.7,2.5,933,2.29,75.8,18.8,156,Dengue,6.35,393,0.3,0.36,0,18.0,38.0,Medium
2021-09-02,Delta,12.5339,4.4027,1165603,4957,23.2,0.96,223.6,22.7,53.0,108,41.4,25.4,6.4,1486,1.25,7.6,87.2,377,Cholera,32.34,376,72.7,-0.46,0,11.5,70.0,High
2021-09-03,Rivers,10.6474,10.2001,2490732,716,24.7,0.87,69.5,31.7,67.6,56,72.7,55.0,10.3,1278,3.24,47.5,44.5,214,Lassa Fever,8.59,419,46.5,-0.69,1,2.9,43.4,Medium
2021-09-04,Rivers,4.2018,3.8157,3216577,327,29.8,0.02,248.6,35.7,38.8,41,68.8,78.1,26.9,1015,0.22,3.8,91.4,319,Cholera,9.92,165,74.7,-0.36,1,1.0,61.2,High
2021-09-05,Enugu,4.9417,6.3429,749917,3670,18.9,0.54,322.1,21.4,45.1,156,40.4,80.3,15.8,309,2.37,93.3,100,367,Malaria,48.94,240,68.2,-0.3,1,22.4,81.3,Critical
2021-09-06,Delta,11.4111,10.9012,752101,4240,30.5,0.61,240.7,24.8,79.3,25,68.6,37.3,17.5,124,2.29,18.1,99.5,376,Cholera,49.99,315,39.7,-0.33,1,3.9,54.3,High
2021-09-07,Kano,5.2948,13.2881,3451467,2247,39.3,0.64,337.1,35.8,50.9,18,50.0,71.1,21.1,1247,0.91,7.4,100,287,COVID-19,8.32,135,7.9,-0.89,0,14.1,39.8,Medium
2021-09-08,Delta,11.6821,13.0235,1482720,4010,38.3,0.54,204.7,28.2,81.8,218,90.6,93.7,24.4,912,0.28,82.3,85.6,334,Dengue,22.53,490,30.2,0.34,0,15.5,81.2,Critical
2021-09-09,FCT,10.142,12.9712,4333703,71,20.8,0.56,58.7,23.2,46.4,126,87.3,29.2,18.8,776,1.1,4.6,34.2,202,Dengue,4.66,215,82.2,0.09,0,6.7,49.8,Medium
2021-09-10,FCT,12.5747,7.9514,3261354,1696,36.9,0.72,118.2,18.4,57.3,92,91.1,88.7,7.8,477,1.49,42.2,63.5,261,COVID-19,8.0,449,94.8,-0.41,1,10.4,56.7,High
2021-09-11,Enugu,12.1457,7.2491,944173,2677,30.9,0.58,49.6,37.0,30.7,30,57.6,91.4,1.1,1077,2.39,39.6,22.8,97,Malaria,10.27,4,58.0,-0.68,1,9.6,31.6,Medium
2021-09-12,Lagos,12.6757,11.8715,2407929,2213,20.1,0.64,187.7,26.2,45.8,72,64.9,76.2,28.4,1931,0.85,75.0,78.9,265,Lassa Fever,11.01,418,4.4,-0.49,1,15.2,40.8,Medium
2021-09-13,Anambra,13.4063,10.7786,1444916,3341,20.5,0.37,364.8,32.7,31.9,167,49.3,72.9,7.9,1846,2.85,100.0,100,410,Malaria,28.38,445,6.4,0.61,1,13.1,81.7,Critical
2021-09-14,Rivers,10.0219,5.7294,2392304,3664,33.3,0.46,305.1,32.8,64.6,133,52.7,20.7,24.2,1895,3.34,58.6,100,445,Dengue,18.6,340,72.3,0.13,1,23.1,84.3,Critical
2021-09-15,Oyo,10.4192,3.0443,333775,2541,28.5,0.92,341.3,18.6,67.5,45,87.7,65.4,1.8,1535,2.67,93.1,100,370,Dengue,110.85,34,31.3,0.19,1,15.5,60.5,High
2021-09-16,Lagos,9.7279,12.2109,4311356,763,19.8,0.45,56.6,25.1,71.3,237,89.8,57.4,16.0,1686,1.39,41.2,56.0,261,Lassa Fever,6.05,129,27.0,-0.56,1,16.5,59.6,High
2021-09-17,Oyo,7.7141,11.0438,1232117,3259,33.3,0.06,164.2,36.1,71.8,13,78.0,93.3,12.9,1243,0.43,77.5,73.1,266,COVID-19,21.59,47,80.0,0.91,1,19.2,47.7,Medium
2021-09-18,FCT,5.6323,6.1037,4075086,4429,24.8,0.54,379.0,28.4,75.1,56,86.0,60.7,16.6,1132,1.38,52.6,100,342,Dengue,8.39,258,14.1,0.6,0,11.2,58.4,High
2021-09-19,Lagos,13.3177,6.5427,4195487,4308,27.7,0.05,16.7,36.1,92.3,211,64.0,92.8,7.9,848,1.71,44.8,53.8,210,Lassa Fever,5.01,357,45.7,-0.95,1,19.7,58.8,High
2021-09-20,Enugu,11.1565,14.0095,4223033,3839,33.0,0.08,132.4,18.5,36.5,204,95.4,55.6,8.1,444,1.86,86.3,50.1,214,COVID-19,5.07,3,66.2,-0.57,0,10.2,72.3,High
2021-09-21,Kaduna,5.1123,7.4673,3876265,2188,33.7,0.13,91.6,23.9,54.5,45,97.8,47.6,11.1,1595,1.39,60.1,40.7,197,Lassa Fever,5.08,97,68.8,0.49,1,21.9,41.5,Medium
2021-09-22,Rivers,7.7467,6.3174,2861982,1255,32.3,0.67,23.8,32.9,57.6,70,92.5,92.0,17.8,1616,3.06,55.7,37.5,120,Malaria,4.19,344,58.0,0.21,0,20.4,36.6,Medium
2021-09-23,Anambra,10.1644,5.0829,4190586,1850,32.1,0.71,0.4,36.9,36.8,153,93.4,43.7,10.0,1939,2.86,40.7,11.2,143,Malaria,3.41,242,87.1,-0.94,0,17.7,53.9,High
2021-09-24,Delta,13.068,8.4389,2053073,1192,27.9,1.0,360.2,19.0,77.5,232,67.7,52.3,10.6,1106,2.41,24.7,100,457,Dengue,22.26,245,86.3,0.12,1,2.8,100,Critical
2021-09-25,Oyo,11.8411,13.1259,2764917,3106,27.2,0.25,118.8,24.8,56.3,177,89.5,24.1,6.6,765,0.64,71.5,50.2,233,Lassa Fever,8.43,291,77.5,0.88,0,22.6,69.8,High
2021-09-26,Lagos,10.2425,10.3437,1048488,3929,26.3,0.95,66.6,20.1,30.0,121,75.3,95.7,10.7,1373,1.73,58.1,26.0,73,Lassa Fever,6.96,114,26.9,0.16,0,18.5,23.7,Low
2021-09-27,Enugu,7.8087,9.0012,523174,3609,32.4,0.65,93.9,21.7,35.8,42,86.1,40.1,23.7,1955,0.48,24.4,39.7,167,Malaria,31.92,453,74.8,0.22,0,8.3,41.7,Medium
2021-09-28,Lagos,12.9248,14.4804,3962535,4381,19.3,0.33,368.4,37.5,80.9,85,99.1,59.2,7.9,1337,0.96,49.8,100,371,Cholera,9.36,378,29.1,0.35,0,23.3,69.3,High
2021-09-29,Borno,13.7294,3.2564,2366965,4834,26.9,0.1,114.2,34.6,90.2,155,40.6,61.2,25.7,725,2.34,47.5,64.3,214,Lassa Fever,9.04,103,55.0,0.53,0,7.7,58.4,High
2021-09-30,Kaduna,11.0884,9.0547,4548818,4180,22.4,0.88,298.8,32.7,46.6,38,83.8,70.4,17.6,878,2.05,26.6,93.9,323,Cholera,7.1,447,98.6,0.5,1,9.0,65.6,High
2021-10-01,Anambra,11.3292,5.2095,4108451,3902,32.4,0.14,186.6,22.7,86.5,40,53.0,68.9,22.1,1453,0.16,8.0,85.1,325,COVID-19,7.91,484,27.9,0.01,1,21.4,55.6,High
2021-10-02,Kano,7.4811,7.8588,3390739,684,29.1,0.3,23.6,25.8,94.9,102,75.7,47.1,19.9,482,1.37,85.1,56.8,207,COVID-19,6.1,216,24.6,0.74,0,5.8,48.7,Medium
2021-10-03,Kano,12.8512,3.7581,3582297,2433,28.7,0.03,54.9,34.1,77.0,22,94.1,49.8,22.7,938,2.62,94.3,59.9,177,Lassa Fever,4.94,255,45.6,-0.09,0,17.8,32.2,Medium
2021-10-04,Rivers,6.2177,11.8766,4585432,4961,37.6,0.49,99.8,23.1,96.1,88,56.6,26.5,5.2,1472,3.35,21.8,77.4,344,Dengue,7.5,199,46.1,0.47,1,16.0,66.4,High
2021-10-05,Kaduna,12.3778,9.1016,3851985,2137,36.0,0.94,26.7,26.4,67.5,202,57.0,86.0,18.3,1509,1.67,51.6,46.4,198,Malaria,5.14,95,66.6,-0.16,0,5.2,56.3,High
2021-10-06,Enugu,13.2261,6.6164,1073946,4308,21.8,0.37,88.4,25.4,78.6,208,98.3,74.9,24.2,614,3.32,34.9,59.7,226,COVID-19,21.04,450,13.3,0.74,0,18.0,45.5,Medium
2021-10-07,Lagos,11.7812,6.0836,430706,1046,30.2,0.43,266.0,38.0,37.7,173,78.7,25.9,27.6,310,1.18,61.9,91.3,388,COVID-19,90.08,256,50.1,1.0,0,8.2,74.7,High
2021-10-08,Kano,11.2505,10.1965,1297201,3497,37.8,0.0,139.5,19.4,96.6,31,86.3,49.5,28.2,625,0.91,91.0,82.9,293,COVID-19,22.59,156,68.9,-0.77,1,1.9,65.0,High
2021-10-09,Enugu,11.5837,8.9929,681704,1937,23.5,0.93,50.9,18.5,72.6,33,80.5,63.4,8.9,620,1.24,55.3,49.7,205,COVID-19,30.07,346,9.6,-0.69,1,13.3,38.9,Medium
2021-10-10,Borno,10.9929,5.5907,2585756,3788,21.6,0.12,68.5,24.7,72.8,80,65.7,83.8,2.0,1665,1.59,37.9,55.3,190,Cholera,7.35,445,81.1,0.88,1,14.0,53.0,High
2021-10-11,Enugu,6.3201,14.5794,1896903,3846,32.9,0.81,81.8,33.1,66.8,201,87.2,30.6,3.9,379,0.36,53.4,60.2,276,COVID-19,14.55,354,52.1,0.37,0,17.5,58.8,High
2021-10-12,Anambra,6.7087,14.9958,2741325,404,26.6,0.52,89.7,36.1,92.2,141,45.3,88.3,17.7,1623,2.35,70.0,71.1,227,Malaria,8.28,149,96.9,-0.92,1,22.8,58.3,High
2021-10-13,Rivers,5.9698,9.7027,2776801,4132,31.8,0.26,2.0,23.6,72.9,74,54.8,32.8,17.6,1091,3.36,74.1,39.6,258,Malaria,9.29,261,62.4,0.77,1,11.1,59.8,High
2021-10-14,Kaduna,4.7051,12.7266,3306300,3960,38.8,0.11,134.6,23.1,78.2,73,83.0,61.8,10.4,1888,3.03,18.1,72.0,294,COVID-19,8.89,9,27.0,0.68,1,4.7,50.5,High
2021-10-15,Rivers,10.8938,3.6989,2024842,2354,39.7,0.05,155.7,29.8,32.2,30,81.5,87.5,4.7,122,2.44,13.1,56.1,189,Cholera,9.33,281,30.1,-0.9,0,20.6,27.9,Medium
2021-10-16,Delta,6.7892,4.8684,2337318,1519,23.6,0.36,158.7,23.4,59.7,145,43.8,45.6,23.8,1535,3.49,15.7,62.2,329,Dengue,14.08,6,74.9,-0.36,1,22.4,59.7,High
2021-10-17,Lagos,11.3518,10.3501,737970,3129,21.9,0.37,275.9,24.9,32.3,97,82.9,51.5,15.9,545,1.39,25.1,91.3,361,Lassa Fever,48.92,500,33.3,0.61,1,11.7,59.1,High
2021-10-18,Lagos,13.2781,5.6645,2110717,791,19.5,0.23,53.8,34.7,78.4,139,80.5,70.4,5.5,340,0.23,72.4,49.5,229,Lassa Fever,10.85,163,71.5,-0.13,1,1.4,51.4,High
2021-10-19,Oyo,12.6612,13.3106,1887904,3494,21.4,0.88,221.5,33.6,78.5,101,91.8,54.6,6.9,1471,1.77,33.2,96.7,369,Dengue,19.55,394,85.7,0.42,1,3.2,75.2,Critical
2021-10-20,Kano,8.7968,8.7618,2346034,610,37.7,0.27,140.9,24.5,95.2,163,43.1,65.0,20.4,1940,1.7,38.8,80.6,290,Cholera,12.36,203,37.0,-0.12,0,17.0,59.2,High
2021-10-21,Enugu,8.4158,9.1917,3787711,4566,25.6,0.17,323.8,20.4,89.3,35,96.6,63.5,22.6,416,1.98,73.0,100,294,Cholera,7.76,183,75.1,-0.83,0,22.1,56.4,High
2021-10-22,FCT,9.279,13.9239,403786,2332,34.3,0.09,103.7,32.3,30.9,150,92.3,64.9,26.7,1701,1.08,86.1,37.8,196,Cholera,48.54,286,63.5,0.65,0,16.1,49.9,Medium
2021-10-23,Rivers,6.8194,7.5431,142335,833,28.4,0.43,367.9,25.4,61.1,97,82.0,71.7,25.6,1530,1.59,38.2,100,383,Lassa Fever,269.08,442,29.5,0.64,1,18.2,66.0,High
2021-10-24,Anambra,8.8641,5.5289,867778,845,38.1,0.84,18.7,28.7,33.4,119,58.9,79.6,18.6,438,3.19,92.5,13.3,82,Cholera,9.45,58,94.6,-0.59,0,21.6,50.0,Medium
2021-10-25,Delta,12.8357,12.2765,4508082,1656,26.2,0.04,126.1,35.2,59.1,78,83.5,57.6,12.0,520,0.69,79.1,56.8,197,COVID-19,4.37,88,5.7,-0.65,0,12.5,45.3,Medium
2021-10-26,Rivers,7.0077,7.0194,2704661,367,33.1,0.68,237.6,28.1,74.8,101,76.8,68.7,20.2,969,2.33,98.9,96.6,299,Malaria,11.05,128,93.2,-0.91,0,1.8,64.0,High
2021-10-27,Borno,9.3993,10.2902,4269838,2198,26.8,0.74,353.4,28.8,36.6,133,62.0,49.7,18.2,414,1.59,36.4,98.3,379,Malaria,8.88,420,8.0,-0.76,1,23.8,70.4,High
2021-10-28,Borno,10.4777,8.6795,640512,2573,19.7,0.65,56.9,30.5,38.3,26,65.1,87.2,9.9,598,2.44,17.9,26.7,138,COVID-19,21.55,434,15.8,0.68,1,15.4,31.1,Medium
2021-10-29,Kano,13.8375,8.1941,142775,2038,19.1,0.86,39.6,35.2,80.1,148,79.9,40.3,22.4,230,3.06,72.4,46.3,241,Malaria,168.8,318,47.1,-0.82,1,16.1,56.0,High
2021-10-30,FCT,6.5707,3.8713,595694,2343,38.9,0.83,292.3,35.0,78.7,92,94.8,27.7,8.3,1299,1.72,1.8,100,369,COVID-19,61.94,288,55.4,-0.07,0,8.0,64.9,High
2021-10-31,Anambra,10.074,3.9702,1093919,3528,25.1,0.01,173.1,31.8,69.0,68,81.7,40.7,2.4,877,0.55,62.7,69.0,244,Cholera,22.31,420,23.5,-0.67,0,3.8,41.6,Medium
2021-11-01,Enugu,8.6793,10.5973,337312,2879,23.4,0.52,184.7,32.6,73.8,225,62.9,89.0,11.7,1335,0.19,5.4,86.2,294,Dengue,87.16,334,94.2,0.17,0,19.0,77.6,Critical
2021-11-02,Oyo,13.8148,10.5501,4960266,1925,29.7,0.39,100.6,25.9,36.3,155,69.9,40.3,18.0,967,1.76,85.2,49.2,224,COVID-19,4.52,169,33.8,-0.8,0,17.9,60.7,High
2021-11-03,Lagos,9.5542,7.0368,4715423,312,32.4,0.62,370.6,36.0,57.5,156,93.5,71.8,17.1,737,0.16,21.9,100,337,Lassa Fever,7.15,155,36.6,0.83,0,22.0,71.0,High
2021-11-04,Lagos,6.5833,8.6077,280163,1065,30.9,0.89,314.7,19.3,85.7,205,98.5,62.4,21.7,1899,2.18,30.3,100,390,Malaria,139.2,257,93.6,0.85,1,18.9,76.5,Critical
2021-11-05,Oyo,13.5125,4.1072,1734803,100,27.8,0.96,173.2,32.3,54.4,93,62.2,40.9,26.7,1773,1.78,75.4,78.5,332,Dengue,19.14,228,35.8,0.44,1,19.1,68.7,High
2021-11-06,Enugu,9.1094,7.2608,3919591,4786,29.4,0.86,73.4,24.3,76.7,39,78.9,34.7,12.6,1537,3.18,91.0,65.8,214,Lassa Fever,5.46,201,25.3,0.96,0,14.1,49.2,Medium
2021-11-07,Delta,13.481,7.3837,2829171,4444,26.3,0.83,374.2,25.0,66.3,66,73.0,56.7,28.4,351,2.19,26.0,100,325,Cholera,11.49,276,26.2,0.81,0,1.7,59.8,High
2021-11-08,Enugu,12.6171,6.1728,3079027,1436,32.1,0.31,376.1,23.5,57.3,50,45.1,56.9,29.4,413,1.77,53.6,100,411,Lassa Fever,13.35,270,11.4,0.26,1,4.9,55.0,High
2021-11-09,Anambra,11.0123,7.4341,3815266,4472,33.0,0.29,125.5,19.4,65.1,148,73.3,28.9,25.2,824,3.03,53.1,62.4,295,COVID-19,7.73,15,97.6,-0.49,0,10.3,68.9,High
2021-11-10,Kano,7.4548,6.6451,2508441,2175,24.3,0.54,31.0,34.5,84.9,97,52.5,33.6,14.7,894,0.73,75.3,52.8,235,Lassa Fever,9.37,162,22.7,0.51,1,13.2,53.9,High
2021-11-11,Oyo,6.1362,8.7909,986158,4338,32.8,0.91,59.7,28.6,38.0,238,85.5,69.0,14.8,591,2.1,79.9,28.8,176,COVID-19,17.85,80,37.4,0.82,0,4.8,51.0,High
2021-11-12,Lagos,6.6283,10.1144,2291092,4944,33.7,0.42,90.7,31.2,92.6,95,70.9,22.6,5.6,1172,2.61,23.4,74.9,340,COVID-19,14.84,158,18.4,-0.53,1,16.3,58.6,High
2021-11-13,Oyo,12.0209,14.7802,1981151,3880,27.5,0.73,195.9,26.7,78.1,231,64.4,61.6,27.2,713,3.09,92.6,83.8,352,Cholera,17.77,303,20.0,0.64,0,1.4,76.1,Critical
2021-11-14,Borno,9.0537,7.7568,268146,214,32.8,0.89,381.1,32.0,37.3,43,46.2,34.5,29.0,439,2.58,52.8,100,381,Cholera,142.09,195,57.1,-0.66,0,20.9,64.1,High
2021-11-15,Delta,12.3734,6.3606,1523452,1622,39.8,0.5,308.3,29.2,55.9,71,89.0,32.7,21.5,1374,3.09,54.0,100,404,Cholera,26.52,111,2.2,0.39,1,21.6,59.8,High
2021-11-16,Oyo,11.8854,7.4116,1056928,2128,39.1,0.38,336.7,34.6,54.0,215,70.5,29.9,1.2,323,2.56,87.9,100,456,Malaria,43.14,456,11.6,0.71,1,3.5,85.8,Critical
2021-11-17,Enugu,8.912,8.5428,2760341,3195,37.2,0.45,383.6,19.4,54.1,86,94.4,56.1,19.3,1218,3.23,80.6,100,346,Cholera,12.53,399,1.4,0.03,0,9.6,56.1,High
2021-11-18,Kaduna,8.9517,4.8883,3248253,1358,19.4,0.69,25.6,36.6,55.9,141,81.8,42.9,26.5,1270,2.03,74.4,41.7,250,Malaria,7.7,103,66.7,-0.19,1,3.0,57.3,High
2021-11-19,Anambra,4.3942,3.1395,2804775,2826,18.6,0.96,71.4,37.6,79.8,171,44.8,69.7,10.7,1626,1.76,89.3,54.6,247,Lassa Fever,8.81,147,4.9,0.97,0,14.6,60.2,High
2021-11-20,Kaduna,10.0571,4.3691,1371293,4364,33.2,0.87,7.6,20.6,56.5,232,69.0,41.3,13.4,1069,0.2,93.5,23.1,196,Cholera,14.29,300,18.5,-0.65,1,4.7,61.4,High
2021-11-21,Rivers,8.7592,7.9599,1388477,1543,37.8,0.59,277.5,34.5,67.2,65,90.2,73.4,8.8,1872,2.05,21.8,100,325,Cholera,23.41,485,52.6,-0.44,0,2.8,50.2,High
2021-11-22,FCT,10.3253,7.5129,2922872,1283,24.4,0.46,362.3,33.6,65.9,101,88.7,77.2,19.1,106,1.02,46.1,100,327,Lassa Fever,11.19,404,62.8,-0.02,0,9.2,61.5,High
2021-11-23,FCT,5.7654,7.9079,2291295,503,36.7,0.86,190.0,28.9,89.9,52,84.4,86.3,21.3,564,1.53,51.1,88.0,247,Cholera,10.78,348,11.8,0.23,0,22.1,34.9,Medium
2021-11-24,FCT,6.4759,8.6367,590551,479,26.6,0.73,279.5,28.6,31.8,145,59.0,56.1,4.2,394,3.01,16.4,87.7,340,Cholera,57.57,142,63.9,-0.16,0,1.4,64.9,High
2021-11-25,Enugu,6.1644,12.4802,1793907,61,39.8,0.38,198.9,24.6,67.8,53,60.5,39.5,9.7,1925,1.33,92.1,85.4,273,Malaria,15.22,177,48.8,-0.69,0,17.9,52.8,High
2021-11-26,Oyo,10.0795,13.694,4041661,1964,25.0,0.81,377.5,26.4,32.5,214,47.2,91.2,16.1,1511,0.62,29.7,100,384,Lassa Fever,9.5,170,63.6,-0.71,1,11.6,87.3,Critical
2021-11-27,Anambra,8.6186,6.6715,1420593,243,38.2,0.88,82.5,29.7,64.7,141,42.4,21.7,2.8,832,3.41,45.1,59.9,314,Lassa Fever,22.1,96,7.2,0.93,0,9.5,65.3,High
2021-11-28,Enugu,12.8288,5.2755,2754634,1608,37.0,0.96,150.5,25.8,61.7,71,99.9,36.7,16.5,1209,0.45,77.9,71.7,253,Cholera,9.18,376,0.6,0.85,0,3.3,41.5,Medium
2021-11-29,Oyo,9.2452,7.3631,375246,2218,33.5,0.09,83.9,32.1,38.5,39,72.4,97.6,28.1,1900,0.89,51.0,44.0,138,Lassa Fever,36.78,67,78.3,-0.74,1,19.2,35.1,Medium
2021-11-30,FCT,8.1063,5.2989,801117,2614,37.9,0.2,243.8,37.3,93.7,203,47.4,42.4,21.0,580,0.13,8.4,98.7,427,Lassa Fever,53.3,498,30.5,0.65,1,17.7,76.5,Critical
2021-12-01,Borno,5.683,3.3345,1905146,3914,32.7,0.93,226.1,34.0,71.0,42,62.8,44.8,21.8,1022,2.67,90.9,88.1,354,Cholera,18.58,414,53.0,-0.12,1,18.2,63.4,High
2021-12-02,FCT,13.9964,7.4629,3751779,2140,35.1,0.23,281.6,24.1,87.0,206,41.0,78.5,3.8,248,3.18,96.4,100,406,COVID-19,10.82,319,87.0,-0.41,1,19.4,91.9,Critical
2021-12-03,Enugu,9.5966,7.1284,4771670,1435,20.1,0.87,106.5,34.1,66.4,35,97.9,82.0,2.7,346,1.65,38.2,66.3,188,Lassa Fever,3.94,451,72.0,-0.14,0,15.6,40.6,Medium
2021-12-04,Anambra,4.5118,3.166,340728,1823,24.5,0.35,151.4,18.6,82.6,40,63.8,80.9,2.2,105,2.14,82.0,83.7,259,Dengue,76.01,174,6.8,-0.26,1,21.4,48.2,Medium
2021-12-05,Lagos,13.3391,12.6505,451522,1694,20.8,0.48,87.6,22.5,33.4,203,78.8,32.5,7.9,1279,0.63,64.5,36.7,248,Cholera,54.93,375,66.6,-0.22,0,13.3,63.7,High
2021-12-06,Lagos,7.7248,14.3713,581681,3850,37.7,0.28,46.3,27.8,87.7,56,62.8,91.3,16.8,276,0.73,2.3,52.5,187,Dengue,32.15,457,63.7,0.24,1,15.8,31.7,Medium
2021-12-07,Kaduna,8.9621,14.838,4471530,1588,35.2,0.27,249.6,33.0,59.9,229,91.9,25.1,19.7,1598,2.2,40.7,97.9,365,Dengue,8.16,46,32.9,-0.62,0,22.7,70.6,High
2021-12-08,Kano,7.0662,6.4316,2985550,1920,25.8,0.51,274.4,34.2,44.5,179,54.8,53.1,10.6,1322,1.49,49.1,91.1,374,Lassa Fever,12.53,77,6.4,-0.45,0,9.6,72.4,High
2021-12-09,Borno,9.0009,9.65,560958,4131,20.7,0.02,225.6,20.2,82.6,155,98.3,77.4,15.0,426,2.41,90.6,90.2,329,Lassa Fever,58.65,208,27.3,-0.86,0,12.6,67.8,High
2021-12-10,FCT,13.6474,10.3757,3215368,258,39.7,0.8,341.9,27.8,72.2,21,98.9,95.7,21.1,1207,1.42,51.1,100,310,COVID-19,9.64,215,21.2,-0.67,1,19.3,44.4,Medium
2021-12-11,Lagos,9.7011,8.196,1804342,1026,34.6,0.73,275.7,23.7,68.9,87,78.9,40.5,4.8,683,3.33,15.7,100,395,Dengue,21.89,276,7.9,0.57,1,10.7,64.2,High
2021-12-12,FCT,12.7012,3.653,1356573,3411,20.9,0.68,208.1,29.7,94.4,231,79.7,90.4,11.1,442,2.81,27.4,90.2,339,COVID-19,24.99,328,25.9,0.56,1,21.3,65.9,High
2021-12-13,FCT,5.8469,12.9564,3274248,4041,38.0,0.53,119.0,32.2,47.0,200,44.5,27.0,26.7,483,0.5,94.6,59.1,290,COVID-19,8.86,148,73.6,-0.86,0,11.1,79.7,Critical
